a_fullVisitorId,a_hits_customDimensions_value,a_COUNT,a_SUM_totals_pageviews,a_SUM_totals_hits,a_SUM_totals_timeOnSite,a_SUM_hits_hitNumber,a_diffdays_latest,a_diffdays_oldest,a_desktop_flag,a_tablet_flag,a_mobile_flag,a_OS_Windows_flag,a_OS_Macintosh_flag,a_SUM_morning_visit,a_SUM_daytime_visit,a_SUM_evening_visit,a_SUM_midnight_visit,a_page201404,a_page201405,a_page201406,b_hits_customDimensions_value,b_CV_flag
262,262,1,2,4,396,3,36,36,1,0,0,1,0,0,1,0,0,0,0,0,262,0
263,263,1,1,2,3,1,36,36,1,0,0,1,0,0,0,1,0,0,0,0,263,0
264,264,1,1,2,1,1,36,36,1,0,0,1,0,0,1,0,0,0,0,0,264,0
265,265,1,1,2,1,1,36,36,1,0,0,1,0,0,1,0,0,0,0,0,265,0
266,266,3,9,18,5460,9,36,36,1,0,0,0,0,0,3,0,0,0,0,0,266,0
267,267,2,4,8,58,4,36,36,1,0,0,1,0,0,2,0,0,0,0,0,267,0
268,268,1,1,2,1,1,36,36,1,0,0,1,0,0,1,0,0,0,0,0,268,0
269,269,1,1,2,2,1,36,36,1,0,0,1,0,0,1,0,0,0,0,0,269,0
270,270,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,270,0
271,271,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,271,1
272,272,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,272,0
273,273,1,1,2,19,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,273,0
274,274,1,1,2,2,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,274,0
275,275,1,1,2,2,1,22,22,1,0,0,1,0,1,0,0,0,0,0,0,275,1
276,276,3,5,10,305,5,22,22,1,0,0,1,0,0,3,0,0,0,0,0,276,0
277,277,1,1,2,1,1,22,22,1,0,0,1,0,1,0,0,0,0,0,0,277,0
278,278,2,2,4,2,2,22,29,1,0,0,1,0,0,2,0,0,0,0,0,278,0
279,279,1,1,2,1,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,279,0
280,280,1,1,2,2,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,280,0
281,281,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,281,0
282,282,2,2,4,2,2,5,22,1,0,0,1,0,0,1,0,1,0,0,0,282,0
283,283,1,1,2,2,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,283,0
284,284,1,1,2,2,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,284,0
285,285,1,1,1,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,285,0
286,286,3,3,6,14,3,22,23,1,0,0,1,0,0,0,3,0,0,0,0,286,0
287,287,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,287,0
288,288,1,1,2,6,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,288,0
289,289,1,1,2,5,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,289,0
290,290,1,1,2,2,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,290,1
291,291,1,1,1,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,291,0
292,292,1,2,4,955,3,22,22,1,0,0,1,0,0,0,1,0,0,0,0,292,1
293,293,2,4,8,134,4,22,22,1,0,0,1,0,0,2,0,0,2,0,0,293,0
294,294,1,2,4,35,3,22,22,1,0,0,1,0,0,0,1,0,0,0,0,294,1
295,295,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,295,0
296,296,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,296,0
297,297,1,1,2,1,1,22,22,1,0,0,1,0,1,0,0,0,0,0,0,297,0
298,298,1,1,2,4,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,298,0
299,299,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,299,0
300,300,1,1,2,3,1,22,22,1,0,0,1,0,1,0,0,0,0,0,0,300,0
301,301,1,1,1,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,301,0
302,302,1,1,2,6,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,302,0
303,303,1,1,2,1,1,22,22,1,0,0,1,0,0,0,1,0,0,1,0,303,0
304,304,1,1,2,1,1,22,22,1,0,0,1,0,0,0,1,0,0,0,0,304,1
305,305,1,1,2,1,1,22,22,1,0,0,1,0,0,1,0,0,0,0,0,305,0
306,306,1,1,2,1,1,29,29,1,0,0,1,0,0,0,1,0,0,0,0,306,0
307,307,1,1,2,1,1,29,29,1,0,0,1,0,0,0,1,0,0,0,0,307,0
308,308,2,2,4,2,2,29,29,1,0,0,1,0,0,0,2,0,0,0,0,308,0
309,309,1,2,3,27,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,309,0
310,310,1,1,2,2,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,310,0
311,311,1,1,2,7,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,311,1
312,312,1,1,2,1,1,29,29,1,0,0,1,0,0,0,1,0,0,0,0,312,0
313,313,1,1,2,3,1,29,29,1,0,0,1,0,1,0,0,0,0,0,0,313,0
314,314,2,2,4,2,2,29,29,1,0,0,1,0,0,2,0,0,0,0,0,314,0
315,315,1,1,2,18,1,29,29,1,0,0,1,0,1,0,0,0,0,0,0,315,0
316,316,1,1,2,3,1,29,29,1,0,0,1,0,0,0,1,0,0,0,0,316,0
317,317,1,1,1,1,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,317,0
318,318,1,1,2,13,1,29,29,1,0,0,1,0,0,0,1,0,0,0,0,318,0
319,319,2,4,8,4,4,29,29,1,0,0,1,0,0,2,0,0,0,0,0,319,1
320,320,1,1,3,2,1,29,29,1,0,0,1,0,0,0,0,1,0,0,0,320,0
321,321,1,1,2,1,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,321,0
322,322,1,1,2,1,1,29,29,1,0,0,1,0,1,0,0,0,0,0,0,322,0
323,323,1,1,2,4,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,323,0
324,324,2,6,12,1560,8,29,29,1,0,0,1,0,0,0,2,0,0,0,0,324,0
325,325,1,1,2,41,1,29,29,1,0,0,1,0,0,1,0,0,0,0,0,325,0
326,326,1,1,2,1,1,13,13,1,0,0,1,0,1,0,0,0,0,0,0,326,0
327,327,1,1,2,1,1,13,13,1,0,0,1,0,0,0,0,1,0,0,0,327,0
328,328,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,328,0
329,329,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,329,0
330,330,1,1,2,5,1,13,13,1,0,0,1,0,1,0,0,0,0,0,0,330,0
331,331,1,1,2,1,1,13,13,1,0,0,1,0,1,0,0,0,0,0,0,331,0
332,332,2,4,8,20,4,13,13,1,0,0,1,0,0,2,0,0,0,0,0,332,0
333,333,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,333,0
334,334,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,1,0,0,334,0
335,335,1,1,3,6,3,13,13,1,0,0,1,0,1,0,0,0,0,0,0,335,0
336,336,2,2,4,1,2,13,28,1,0,0,1,0,1,1,0,0,0,0,0,336,0
337,337,1,1,2,7,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,337,0
338,338,1,1,2,1,1,13,13,1,0,0,1,0,1,0,0,0,0,0,0,338,1
339,339,1,1,2,1,1,13,13,1,0,0,1,0,1,0,0,0,0,0,0,339,0
340,340,1,1,2,7,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,340,0
341,341,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,341,0
342,342,1,1,2,1,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,342,0
343,343,3,3,6,4,3,13,40,1,0,0,1,0,1,2,0,0,0,0,0,343,1
344,344,1,1,2,2,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,344,0
345,345,2,2,4,2,2,13,13,1,0,0,1,0,0,2,0,0,0,0,0,345,0
346,346,2,1,3,1,2,12,13,1,0,0,1,0,1,0,1,0,0,0,0,346,1
347,347,1,1,2,1,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,347,0
348,348,2,4,8,294,4,13,13,1,0,0,1,0,0,2,0,0,0,0,0,348,1
349,349,1,1,2,1,1,13,13,1,0,0,1,0,0,0,0,1,0,0,0,349,0
350,350,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,350,0
351,351,1,1,2,11,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,351,0
352,352,1,1,2,6,1,13,13,1,0,0,1,0,0,0,0,1,0,0,0,352,0
353,353,1,2,4,209,3,13,13,1,0,0,0,1,1,0,0,0,1,0,0,353,0
354,354,1,1,2,2,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,354,0
355,355,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,355,0
356,356,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,356,0
357,357,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,357,0
358,358,1,1,2,2,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,358,0
359,359,1,1,2,1,1,13,13,1,0,0,1,0,0,1,0,0,0,0,0,359,0
360,360,5,6,12,96,7,6,33,1,0,0,1,0,0,5,0,0,0,0,0,360,1
361,361,1,1,2,1,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,361,0
362,362,1,1,2,1,1,13,13,1,0,0,1,0,0,0,1,0,0,0,0,362,0
363,363,2,2,4,2,2,47,47,1,0,0,1,0,1,1,0,0,0,0,0,363,0
364,364,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,364,0
365,365,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,365,0
366,366,1,1,2,13,1,47,47,1,0,0,1,0,0,0,0,1,0,0,0,366,0
367,367,3,3,6,49,3,19,47,1,0,0,1,0,3,0,0,0,0,0,0,367,1
368,368,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,368,0
369,369,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,369,0
370,370,1,1,2,8,1,47,47,1,0,0,1,0,0,0,0,1,0,0,0,370,0
371,371,1,1,2,1,1,47,47,1,0,0,1,0,0,0,1,0,0,0,0,371,0
372,372,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,372,0
373,373,2,6,12,1562,8,47,47,0,0,1,1,0,0,2,0,0,2,0,0,373,0
374,374,1,1,2,1,1,47,47,1,0,0,1,0,0,0,0,1,0,0,0,374,0
375,375,4,6,12,200,6,47,47,1,0,0,1,0,0,4,0,0,0,3,0,375,0
376,376,1,1,2,1,1,47,47,1,0,0,1,0,1,0,0,0,0,0,0,376,0
377,377,2,4,8,426,4,47,47,1,0,0,1,0,0,2,0,0,0,0,0,377,0
378,378,1,1,2,1,1,47,47,1,0,0,0,1,0,1,0,0,0,0,0,378,0
379,379,1,1,1,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,379,0
380,380,2,2,8,2,5,47,47,1,0,0,1,0,0,2,0,0,0,0,0,380,0
381,381,1,1,2,2,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,381,0
382,382,1,1,2,2,1,47,47,1,0,0,1,0,0,0,1,0,0,0,0,382,0
383,383,1,1,3,1,3,47,47,0,0,1,1,0,0,0,0,1,0,0,0,383,0
384,384,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,384,0
385,385,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,385,0
386,386,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,386,0
387,387,1,1,2,1,1,47,47,1,0,0,1,0,1,0,0,0,0,0,0,387,0
388,388,1,1,2,2,1,47,47,1,0,0,0,1,0,1,0,0,0,0,0,388,0
389,389,1,1,2,2,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,389,0
390,390,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,390,0
391,391,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,391,0
392,392,1,3,4,136,1,47,47,1,0,0,1,0,0,0,1,0,0,0,0,392,0
393,393,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,393,0
394,394,1,1,2,1,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,394,0
395,395,1,1,2,8,1,47,47,1,0,0,1,0,0,1,0,0,0,0,0,395,0
396,396,2,4,8,104,4,47,47,1,0,0,1,0,0,0,2,0,1,0,0,396,0
397,397,1,1,2,1,1,47,47,1,0,0,1,0,0,0,1,0,1,0,0,397,0
398,398,1,2,4,131,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,398,0
399,399,1,1,2,1,1,40,40,1,0,0,1,0,1,0,0,0,0,1,0,399,0
400,400,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,400,0
401,401,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,401,0
402,402,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,402,0
403,403,1,1,2,2,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,403,0
404,404,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,404,0
405,405,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,405,0
406,406,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,406,0
407,407,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,407,0
408,408,1,1,2,20,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,408,0
409,409,1,1,2,2,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,409,0
410,410,1,1,1,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,410,0
411,411,2,6,18,76,11,40,40,1,0,0,1,0,2,0,0,0,0,0,0,411,0
412,412,1,1,2,2,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,412,0
413,413,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,413,0
414,414,1,1,3,16,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,414,0
415,415,2,2,4,2,2,40,42,1,0,0,1,0,0,0,2,0,0,0,0,415,0
416,416,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,416,0
417,417,2,4,8,1598,4,40,40,1,0,0,1,0,0,2,0,0,0,0,0,417,0
418,418,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,418,0
419,419,1,1,2,4,1,40,40,1,0,0,1,0,0,1,0,0,0,1,0,419,0
420,420,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,420,0
421,421,1,1,2,34,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,421,0
422,422,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,422,0
423,423,1,5,10,2,5,40,40,1,0,0,0,1,0,1,0,0,0,0,0,423,0
424,424,10,18,42,345,23,33,41,1,0,0,1,0,6,4,0,0,0,0,0,424,0
425,425,1,1,2,1,1,40,40,1,0,0,1,0,1,0,0,0,1,0,0,425,0
426,426,1,2,4,27,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,426,0
427,427,1,1,1,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,427,0
428,428,1,1,2,2,1,40,40,1,0,0,1,0,1,0,0,0,0,0,0,428,0
429,429,1,1,2,1,1,40,40,1,0,0,1,0,0,0,1,0,0,0,0,429,0
430,430,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,430,0
431,431,1,1,2,1,1,40,40,1,0,0,1,0,0,1,0,0,0,0,0,431,0
432,432,2,2,4,1,2,27,33,1,0,0,1,0,1,1,0,0,0,0,0,432,0
433,433,1,1,2,1,1,33,33,1,0,0,1,0,1,0,0,0,0,0,0,433,0
434,434,1,2,4,67,1,33,33,1,0,0,1,0,0,1,0,0,0,0,1,434,0
435,435,2,2,4,3,2,33,33,1,0,0,1,0,1,1,0,0,0,0,0,435,0
436,436,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,436,0
437,437,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,437,0
438,438,1,1,2,1,1,33,33,1,0,0,1,0,0,0,1,0,0,0,0,438,0
439,439,1,2,4,193,3,33,33,1,0,0,1,0,0,1,0,0,0,0,0,439,0
440,440,1,1,2,2,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,440,0
441,441,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,441,0
442,442,1,1,2,3,1,33,33,0,0,1,1,0,0,0,1,0,0,0,0,442,0
443,443,1,2,4,14,3,33,33,1,0,0,1,0,0,0,1,0,0,0,0,443,0
444,444,1,1,2,2,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,444,0
445,445,2,2,4,1,2,33,33,1,0,0,1,0,2,0,0,0,0,0,0,445,0
446,446,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,446,0
447,447,1,1,2,4,1,33,33,1,0,0,1,0,0,0,1,0,0,0,0,447,0
448,448,1,2,4,20,3,33,33,1,0,0,1,0,1,0,0,0,0,0,0,448,0
449,449,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,449,0
450,450,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,450,0
451,451,1,1,2,1,1,33,33,1,0,0,0,1,0,1,0,0,0,0,0,451,0
452,452,1,1,2,1,1,33,33,1,0,0,1,0,1,0,0,0,0,0,0,452,0
453,453,2,4,8,30,4,33,33,1,0,0,1,0,0,2,0,0,0,0,0,453,0
454,454,1,1,1,1,1,33,33,1,0,0,1,0,0,0,1,0,0,0,0,454,0
455,455,5,11,24,5931,14,33,34,1,0,0,1,0,0,1,4,0,0,0,0,455,0
456,456,1,1,2,2,1,33,33,1,0,0,0,1,0,1,0,0,0,0,0,456,0
457,457,5,35,65,880,38,33,33,1,0,0,1,0,5,0,0,0,0,0,0,457,0
458,458,1,1,2,1,1,33,33,1,0,0,1,0,1,0,0,0,1,0,0,458,0
459,459,1,1,2,2,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,459,0
460,460,1,1,2,1,1,33,33,1,0,0,1,0,0,1,0,0,0,0,0,460,0
461,461,1,1,2,1,1,33,33,1,0,0,1,0,0,0,0,1,0,0,0,461,0
462,462,1,1,2,1,1,33,33,1,0,0,1,0,0,0,1,0,0,0,0,462,0
463,463,1,2,4,502,1,33,33,1,0,0,1,0,0,0,0,1,0,0,0,463,0
464,464,1,1,2,1,1,33,33,1,0,0,1,0,0,0,1,0,0,0,0,464,0
465,465,1,1,2,1,1,33,33,1,0,0,0,0,1,0,0,0,0,0,0,465,0
466,466,1,1,1,1,1,26,26,0,1,0,1,0,0,0,1,0,0,0,0,466,0
467,467,1,1,2,1,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,467,0
468,468,1,2,4,43,3,26,26,1,0,0,1,0,0,1,0,0,0,1,0,468,0
469,469,3,5,10,62,5,26,26,1,0,0,1,0,0,0,0,3,0,1,0,469,0
470,470,2,2,4,5,2,23,26,1,0,0,1,0,1,0,1,0,0,0,0,470,1
471,471,1,1,2,3,1,26,26,1,0,0,1,0,0,1,0,0,1,0,0,471,0
472,472,1,1,2,1,1,26,26,1,0,0,0,1,0,1,0,0,0,0,0,472,0
473,473,1,1,2,1,1,26,26,1,0,0,0,1,0,0,0,1,0,0,0,473,0
474,474,1,1,2,1,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,474,0
475,475,1,1,2,1,1,26,26,1,0,0,1,0,1,0,0,0,0,0,0,475,0
476,476,1,1,2,5,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,476,1
477,477,1,1,2,1,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,477,0
478,478,1,1,2,2,1,26,26,1,0,0,1,0,0,0,0,1,0,0,0,478,0
479,479,1,1,2,1,1,26,26,1,0,0,1,0,0,0,1,0,1,0,0,479,0
480,480,1,2,5,503,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,480,0
481,481,1,1,2,1,1,26,26,1,0,0,1,0,0,0,1,0,0,1,0,481,1
482,482,1,1,2,1,1,26,26,1,0,0,1,0,1,0,0,0,0,0,0,482,0
483,483,1,1,2,1,1,26,26,1,0,0,1,0,0,1,0,0,0,0,0,483,1
484,484,1,1,2,1,1,26,26,1,0,0,1,0,0,0,1,0,0,0,0,484,0
485,485,1,1,2,2,1,26,26,0,0,1,1,0,0,0,0,1,0,0,0,485,0
486,486,1,2,3,97,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,486,1
487,487,1,1,2,2,1,6,6,1,0,0,1,0,1,0,0,0,0,0,0,487,0
488,488,1,1,2,1,1,6,6,1,0,0,0,1,0,1,0,0,0,0,0,488,0
489,489,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,489,0
490,490,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,490,1
491,491,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,491,0
492,492,1,1,2,8,1,6,6,1,0,0,0,1,0,1,0,0,0,0,0,492,1
493,493,2,2,4,2,2,6,6,1,0,0,1,0,0,0,2,0,0,0,0,493,0
494,494,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,494,0
495,495,1,1,2,7,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,495,1
496,496,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,496,0
497,497,1,1,2,1,1,6,6,1,0,0,0,1,0,1,0,0,0,0,0,497,0
498,498,2,2,4,2,2,6,6,1,0,0,1,0,0,0,2,0,0,0,0,498,0
499,499,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,499,0
500,500,5,25,55,100,32,6,6,1,0,0,1,0,0,0,5,0,0,0,0,500,1
501,501,2,3,6,109,2,6,6,1,0,0,1,0,1,1,0,0,0,0,0,501,0
502,502,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,502,1
503,503,2,2,4,18,2,6,6,1,0,0,1,0,1,0,1,0,0,0,0,503,1
504,504,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,1,0,0,504,1
505,505,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,505,0
506,506,1,1,2,9,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,506,0
507,507,1,1,2,9,1,6,6,1,0,0,1,0,0,0,0,1,0,0,0,507,0
508,508,2,2,4,2,2,6,7,1,0,0,1,0,0,1,1,0,0,0,0,508,1
509,509,2,2,4,4,2,6,6,1,0,0,1,0,0,0,2,0,0,0,0,509,0
510,510,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,510,1
511,511,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,511,0
512,512,1,2,3,16,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,512,1
513,513,1,1,2,1,1,6,6,1,0,0,1,0,0,1,0,0,0,0,1,513,0
514,514,1,1,2,2,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,514,0
515,515,2,2,4,7,2,5,6,1,0,0,1,0,0,0,0,2,0,0,0,515,0
516,516,1,1,2,8,1,6,6,1,0,0,1,0,1,0,0,0,0,0,0,516,0
517,517,1,1,2,2,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,517,0
518,518,2,2,4,2,2,5,6,1,0,0,1,0,0,1,1,0,0,0,0,518,0
519,519,1,2,4,109,3,6,6,1,0,0,1,0,0,1,0,0,0,0,0,519,0
520,520,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,520,1
521,521,1,1,2,1,1,6,6,1,0,0,1,0,0,0,1,0,0,0,0,521,0
522,522,1,1,2,17,1,6,6,1,0,0,1,0,0,1,0,0,0,0,0,522,1
